 86.60	  0.00	140.00
 91.60	  0.00	140.00
 96.60	  0.00	140.00
101.60	  0.00	140.00
106.60	  0.00	140.00
111.60	  0.00	140.00
116.60	  0.00	140.00
121.60	  0.00	140.00
126.60	  0.00	140.00
131.60	  0.00	140.00
136.60	  0.00	140.00
141.60	  0.00	140.00
146.60	  0.00	140.00
151.60	  0.00	140.00
156.60	  0.00	140.00
161.60	  0.00	140.00
166.60	  0.00	140.00
171.60	  0.00	140.00
176.60	  0.00	140.00
181.60	  0.00	140.00
186.60	  0.00	140.00
191.60	  0.00	140.00
196.60	  0.00	140.00
201.60	  0.00	140.00
206.60	  0.00	140.00
211.60	  0.00	140.00
216.60	  0.00	140.00
221.60	  0.00	140.00
226.60	  0.00	140.00
231.60	  0.00	140.00
236.60	  0.00	140.00
241.60	  0.00	140.00
246.60	  0.00	140.00
251.60	  0.00	140.00
256.60	  0.00	140.00
261.60	  0.00	140.00
266.60	  0.00	140.00
271.60	  0.00	140.00
276.60	  0.00	140.00
281.60	  0.00	140.00
286.60	  0.00	140.00
291.60	  0.00	140.00
296.60	  0.00	140.00
301.60	  0.00	140.00
306.60	  0.00	140.00
311.60	  0.00	140.00
316.60	  0.00	140.00
321.60	  0.00	139.99
326.47	  0.00	139.67
331.18	  0.00	138.96
335.72	  0.00	137.90
340.10	  0.00	136.54
344.30	 -0.00	134.89
348.33	  0.00	132.99
352.19	  0.00	130.85
355.87	  0.00	128.48
359.37	  0.00	125.90
362.66	  0.00	123.11
365.74	  0.00	120.11
368.57	  0.00	116.89
371.11	  0.00	113.44
373.29	  0.00	109.71
374.95	  0.00	105.62
375.63	  0.00	101.26
376.20	  0.00	 98.82
378.16	  0.00	 97.36
380.81	  0.00	 96.28
383.90	  0.00	 95.42
387.27	  0.00	 94.72
390.87	 -0.00	 94.12
394.64	  0.00	 93.61
398.54	  0.00	 93.17
402.57	  0.00	 92.77
406.69	 -0.00	 92.43
410.88	  0.00	 92.12
415.16	  0.00	 91.84
419.49	  0.00	 91.58
423.88	  0.00	 91.35
428.32	  0.00	 91.14
432.80	  0.00	 90.95
437.32	  0.00	 90.77
441.86	  0.00	 90.61
446.43	  0.00	 90.46
451.03	  0.00	 90.32
455.65	  0.00	 90.19
460.29	  0.00	 90.06
464.95	  0.00	 89.95
469.63	  0.00	 89.84
474.32	  0.00	 89.74
479.03	  0.00	 89.65
483.76	 -0.00	 89.56
488.49	  0.00	 89.47
493.24	  0.00	 89.39
498.00	  0.00	 89.32
502.78	  0.00	 89.24
507.56	  0.00	 89.18
512.35	  0.00	 89.11
517.15	  0.00	 89.05
521.96	  0.00	 88.99
526.78	  0.00	 88.93
531.60	  0.00	 88.87
 86.60	  5.00	140.00
 91.60	  5.00	140.00
 96.60	  5.00	140.00
101.60	  5.00	140.00
106.60	  5.00	140.00
111.60	  5.00	140.00
116.60	  5.00	140.00
121.60	  5.00	140.00
126.60	  5.00	140.00
131.60	  5.00	140.00
136.60	  5.00	140.00
141.60	  5.00	140.00
146.60	  5.00	140.00
151.60	  5.00	140.00
156.60	  5.00	140.00
161.60	  5.00	140.00
166.60	  5.00	140.00
171.60	  5.00	140.00
176.60	  5.00	140.00
181.60	  5.00	140.00
186.60	  5.00	140.00
191.60	  5.00	140.00
196.60	  5.00	140.00
201.60	  5.00	140.00
206.60	  5.00	140.00
211.60	  5.00	140.00
216.60	  5.00	140.00
221.60	  5.00	140.00
226.60	  5.00	140.00
231.60	  5.00	140.00
236.60	  5.00	140.00
241.60	  5.00	140.00
246.60	  5.00	140.00
251.60	  5.00	140.00
256.60	  5.00	140.00
261.60	  5.00	140.00
266.60	  5.00	140.00
271.60	  5.00	140.00
276.60	  5.00	140.00
281.60	  5.00	140.00
286.60	  5.00	140.00
291.60	  5.00	140.00
296.60	  5.00	140.00
301.60	  5.00	140.00
306.60	  5.00	140.00
311.60	  5.00	140.00
316.60	  5.00	140.00
321.60	  5.00	139.99
326.49	  5.00	139.70
331.20	  5.00	139.01
335.75	  5.00	137.97
340.12	  5.00	136.61
344.32	  5.00	134.97
348.35	  5.00	133.07
352.20	  5.00	130.92
355.87	  5.00	128.55
359.35	  5.00	125.96
362.63	  5.00	123.15
365.69	  5.00	120.13
368.49	  5.00	116.89
371.01	  5.00	113.41
373.16	  5.00	109.66
374.78	  5.00	105.53
375.64	  5.00	101.44
376.53	  5.00	 99.03
378.46	  5.00	 97.55
381.08	  5.00	 96.45
384.13	  5.00	 95.58
387.48	  5.00	 94.86
391.05	  5.00	 94.26
394.80	  5.00	 93.74
398.69	  5.00	 93.29
402.69	  5.00	 92.89
406.79	  5.00	 92.54
410.98	  5.00	 92.23
415.24	  5.00	 91.95
419.56	  5.00	 91.69
423.94	  5.00	 91.46
428.37	  5.00	 91.24
432.83	  5.00	 91.05
437.33	  5.00	 90.87
441.87	  5.00	 90.71
446.43	  5.00	 90.55
451.01	  5.00	 90.41
455.62	  5.00	 90.28
460.25	  5.00	 90.16
464.91	  5.00	 90.04
469.58	  5.00	 89.93
474.26	  5.00	 89.83
478.96	  5.00	 89.74
483.68	  5.00	 89.65
488.41	  5.00	 89.56
493.16	  5.00	 89.48
497.91	  5.00	 89.40
502.68	  5.00	 89.33
507.46	  5.00	 89.26
512.24	  5.00	 89.20
517.04	  5.00	 89.13
521.84	  5.00	 89.07
526.66	  5.00	 89.02
531.48	  5.00	 88.96
 86.60	 10.00	140.00
 91.60	 10.00	140.00
 96.60	 10.00	140.00
101.60	 10.00	140.00
106.60	 10.00	140.00
111.60	 10.00	140.00
116.60	 10.00	140.00
121.60	 10.00	140.00
126.60	 10.00	140.00
131.60	 10.00	140.00
136.60	 10.00	140.00
141.60	 10.00	140.00
146.60	 10.00	140.00
151.60	 10.00	140.00
156.60	 10.00	140.00
161.60	 10.00	140.00
166.60	 10.00	140.00
171.60	 10.00	140.00
176.60	 10.00	140.00
181.60	 10.00	140.00
186.60	 10.00	140.00
191.60	 10.00	140.00
196.60	 10.00	140.00
201.60	 10.00	140.00
206.60	 10.00	140.00
211.60	 10.00	140.00
216.60	 10.00	140.00
221.60	 10.00	140.00
226.60	 10.00	140.00
231.60	 10.00	140.00
236.60	 10.00	140.00
241.60	 10.00	140.00
246.60	 10.00	140.00
251.60	 10.00	140.00
256.60	 10.00	140.00
261.60	 10.00	140.00
266.60	 10.00	140.00
271.60	 10.00	140.00
276.60	 10.00	140.00
281.60	 10.00	140.00
286.60	 10.00	140.00
291.60	 10.00	140.00
296.60	 10.00	140.00
301.60	 10.00	140.00
306.60	 10.00	140.00
311.60	 10.00	140.00
316.60	 10.00	140.00
321.60	 10.00	140.00
326.50	 10.00	139.73
331.22	 10.00	139.06
335.77	 10.00	138.03
340.14	 10.00	136.69
344.34	 10.00	135.05
348.37	 10.00	133.15
352.21	 10.00	131.00
355.87	 10.00	128.62
359.34	 10.00	126.01
362.60	 10.00	123.19
365.63	 10.00	120.15
368.42	 10.00	116.89
370.91	 10.00	113.39
