194.676	410.046
207.654	414.374
222.795	418.702
237.937	424.111
247.671	428.439
263.894	430.603
276.872	430.603
288.769	430.603
300.666	431.685
313.644	428.439
326.622	423.029
337.438	417.620
343.927	407.883
349.334	401.391
354.742	399.227
363.394	398.145
373.128	398.145
379.617	399.227
391.514	401.391
402.329	405.719
413.145	406.801
422.879	404.637
431.531	397.063
440.183	389.490
453.161	384.080
462.895	378.671
468.303	375.425
475.874	370.015
481.281	366.770
491.015	362.442
502.912	361.360
515.890	360.278
525.624	360.278
538.602	366.770
549.418	374.343
555.907	375.425
564.559	376.507
572.130	375.425
580.782	373.261
590.516	370.015
603.494	365.688
613.228	364.606
626.206	357.032
633.777	355.951
650.000	352.705
664.060	349.459
675.957	346.213
686.772	345.131
696.506	341.886
707.321	339.722
723.544	337.558
734.359	337.558
739.767	337.558
751.664	334.312
766.805	329.985
776.539	326.739
791.681	324.575
805.741	321.329
819.800	320.247
832.779	319.165
845.757	317.002
861.980	315.920
870.632	314.838
886.855	311.592
903.078	308.346
912.812	305.100
923.627	302.937
937.687	300.773
950.666	299.691
964.725	298.609
978.785	298.609
993.927	297.527
